# git=d4f160a  tag=baseline  date=2026-05-17T06:04:00Z
# sizes=10000,100000,1000000  reps=3  mode=all
kind,bench,runtime,N,rep,exit,bench_ms,real_s,user_s,sys_s,rss_b,peak_b,instructions,cycles
micro,sqrt_vec,jit,100000,2,0,2,0.00,0.00,0.00,3096576,2425600,36067769,13734361
micro,sqrt_vec,jit,100000,3,0,2,0.00,0.00,0.00,3096576,2442048,36057975,12921869
micro,sqrt_vec,baseline,1000000,1,0,20,0.02,0.01,0.00,10305536,9683776,208304333,71840422
micro,sqrt_vec,baseline,1000000,2,0,20,0.02,0.01,0.00,10272768,9634560,208643792,71880129
micro,sqrt_vec,baseline,1000000,3,0,21,0.02,0.01,0.00,10272768,9634560,209121291,72028942
micro,sqrt_vec,jit,1000000,1,0,20,0.02,0.01,0.00,10305536,9634560,208097133,73237348
micro,sqrt_vec,jit,1000000,2,0,20,0.02,0.01,0.00,10305536,9651008,208046601,71053805
micro,sqrt_vec,jit,1000000,3,0,21,0.02,0.01,0.00,10305536,9634560,208088266,72174565
micro,sum,baseline,10000,1,0,0,0.00,0.00,0.00,2342912,1721152,18612066,6793462
micro,sum,baseline,10000,2,0,0,0.00,0.00,0.00,2342912,1721152,18494005,6845805
micro,sum,baseline,10000,3,0,0,0.00,0.00,0.00,2342912,1704704,18481918,6718677
micro,sum,jit,10000,1,0,0,0.00,0.00,0.00,2359296,1721152,18596299,6978933
micro,sum,jit,10000,2,0,0,0.00,0.00,0.00,2359296,1721152,18730287,7646524
micro,sum,jit,10000,3,0,0,0.00,0.00,0.00,2359296,1721152,18582443,6758704
micro,sum,baseline,100000,1,0,2,0.00,0.00,0.00,3063808,2442048,34743113,14133800
micro,sum,baseline,100000,2,0,2,0.00,0.00,0.00,3063808,2425600,34736888,13462882
micro,sum,baseline,100000,3,0,2,0.00,0.00,0.00,3063808,2442048,34855100,14671499
micro,sum,jit,100000,1,0,2,0.00,0.00,0.00,3080192,2442048,34823920,13612969
micro,sum,jit,100000,2,0,2,0.00,0.00,0.00,3080192,2425600,34840133,13871920
micro,sum,jit,100000,3,0,2,0.00,0.00,0.00,3080192,2425600,34820699,13595777
micro,sum,baseline,1000000,1,0,23,0.02,0.01,0.00,10272768,9634560,197103978,83195349
micro,sum,baseline,1000000,2,0,23,0.02,0.01,0.00,10272768,9634560,197018052,80595161
micro,sum,baseline,1000000,3,0,23,0.02,0.01,0.00,10272768,9634560,197121905,81358284
micro,sum,jit,1000000,1,0,23,0.02,0.01,0.00,10289152,9634560,197104943,82495887
micro,sum,jit,1000000,2,0,24,0.02,0.02,0.00,10289152,9651008,197101244,82086376
micro,sum,jit,1000000,3,0,23,0.02,0.01,0.00,10420224,9782080,197194413,83524875
strat,mac,baseline,0,1,0,11,0.01,0.00,0.00,3899392,3162880,181683258,54934378
strat,mac,baseline,0,2,0,11,0.01,0.00,0.00,3899392,3162880,181596268,55050220
strat,mac,baseline,0,3,0,11,0.02,0.00,0.00,3899392,3162880,181478819,55015210
strat,mac,jit,0,1,132,,0.00,0.00,0.00,3457024,2704128,43915518,18345525
strat,mac,jit,0,2,132,,0.00,0.00,0.00,3457024,2720576,42952110,17288225
strat,mac,jit,0,3,132,,0.00,0.00,0.00,3457024,2720576,43384481,16918915
strat,rsi,baseline,0,1,139,,0.02,0.00,0.00,20889600,20136704,55449479,23832222
strat,rsi,baseline,0,2,139,,0.02,0.00,0.00,20889600,20153152,55393667,22274410
strat,rsi,baseline,0,3,139,,0.00,0.00,0.00,20889600,20136704,55315489,23863107
strat,rsi,jit,0,1,132,,0.00,0.00,0.00,3375104,2671360,42509803,16602943
strat,rsi,jit,0,2,132,,0.01,0.00,0.00,3375104,2687808,42538509,17066663
strat,rsi,jit,0,3,132,,0.00,0.00,0.00,3375104,2671360,42455813,16834663
strat,zscore,baseline,0,1,139,,0.00,0.00,0.00,20840448,20087552,55181852,22636748
strat,zscore,baseline,0,2,139,,0.02,0.00,0.00,20840448,20104000,55193568,22805974
strat,zscore,baseline,0,3,139,,0.01,0.00,0.00,20840448,20087552,55391384,23376086
strat,zscore,jit,0,1,139,,0.00,0.00,0.00,20938752,20120384,56458443,24189941
strat,zscore,jit,0,2,132,,0.00,0.00,0.00,3375104,2671360,42376094,16284856
strat,zscore,jit,0,3,132,,0.00,0.00,0.00,3375104,2671360,42447095,16830205
